Fp1 Fp2 F7 F3 Fz F4 F8 FC5 FC1 FC2 FC6 T7 C3 Cz C4 T8 CP5 CP1 CP2 CP6 P7 P3 Pz P4 P8 PO9 O1 Oz O2 PO10
5.4496 5.3200 3.9793 0.9979 5.1223 5.6528 -0.4326 1.1966 0.6337 1.3089 0.0501 0.6080 1.6057 -6.5593 0.3637 -2.1471 3.3024 -0.6944 -1.2681 -1.4744 5.1119 0.6730 -5.4323 -3.4751 -4.1548 6.0804 3.3438 -12.1923 -4.6750 7.0863
4.8263 3.0204 1.7408 4.0540 4.8557 5.1478 -1.2841 1.6978 0.3045 1.0926 1.9246 0.8746 -0.8431 -8.6796 3.1746 -1.2896 -0.4774 -1.9023 0.9227 -1.8070 1.5039 0.2744 -4.8090 -3.7252 -3.1850 -2.4111 0.4650 -8.0469 -2.0923 -5.3534
5.1111 3.6784 2.1210 5.2453 4.5595 4.8234 0.7303 4.4738 0.0388 -8.4371 5.8708 1.3927 -1.4434 -35.4559 8.0199 0.3391 -1.5097 -1.6278 3.8158 -1.1264 0.0042 0.0103 -0.8669 -2.9909 -0.2140 -4.5891 -0.0231 5.0111 3.4188 -10.7372
5.5643 5.8394 2.8164 3.6168 4.4255 4.8484 3.4074 5.2266 -0.0483 -11.8415 8.0934 1.4486 0.3676 -47.2743 11.8604 0.9574 -1.1885 -1.4841 3.1147 -0.1629 -1.2393 0.0210 -0.3045 -1.8168 3.2852 0.7705 -0.3784 6.8254 2.8424 -4.0719
4.8342 5.2528 1.1448 3.2276 4.1217 4.9132 2.7910 3.3656 -0.2093 -3.8523 6.7772 0.9588 1.3731 -28.0526 12.2509 0.5297 -2.7274 -1.5354 1.7999 0.2075 -5.3030 -0.1514 -4.5904 -1.4792 4.1252 0.2722 -3.4598 -7.0998 -3.8383 5.3416
3.5439 1.8881 1.3042 2.5346 3.5241 4.6591 -0.1728 1.5416 -0.4127 4.7384 4.5159 0.6785 1.2350 -5.0948 10.0661 0.3163 -4.1150 -0.8433 1.3540 -0.1498 -7.2544 -0.5146 -7.0183 -1.7540 1.8065 -4.6458 -5.3498 -18.4247 -6.7032 7.4004
2.9673 -0.0787 4.7111 -1.1405 3.1463 4.1325 -1.3121 0.6831 -0.2253 7.9702 3.1838 0.6802 1.9729 4.3343 7.5696 0.1506 -2.3913 -0.1929 0.9321 -0.9432 -2.9071 -0.3850 -3.4392 -1.8072 -0.7529 -3.9256 -3.8307 -11.4343 -1.5393 4.0796
3.2526 0.6276 5.3409 -1.5970 3.4321 3.8566 -0.3985 1.1080 0.2192 12.1797 1.7972 0.3985 3.2194 14.8918 7.0169 -1.3259 0.3259 -0.7439 1.9044 -1.7708 -0.2143 0.1874 0.6929 -1.9438 -1.8354 -3.7974 -3.2557 3.1478 3.6857 4.6455
3.7021 1.0925 1.2088 3.9396 3.8372 3.8158 -0.2663 2.4300 0.2072 18.8208 0.9762 -0.2746 3.5004 29.8975 9.6437 -3.5976 0.8847 -1.6426 2.7884 -2.6707 -4.7942 0.2671 -0.2995 -2.8027 -2.2790 -9.4555 -4.3109 4.5818 1.4848 9.2838
3.6101 0.6338 -2.5024 6.9613 3.5579 3.2709 -0.7161 2.1443 -0.4869 17.0027 2.4890 -1.3610 2.8280 24.8938 12.0706 -4.3521 -0.4966 -1.1976 -0.0458 -3.8170 -7.5682 -0.4785 -3.7783 -3.8815 -2.5356 -9.6249 -3.4065 -6.9260 -4.4447 10.0361
2.8524 1.7304 -2.7371 3.3081 2.9079 2.2372 0.4499 -0.0520 -1.3217 3.5462 4.3933 -2.6693 1.9847 -4.3464 9.5969 -3.1960 -2.2430 0.5532 -2.5928 -4.4027 -2.5809 -1.3673 -4.1417 -3.9730 -1.7878 -3.0564 -2.7955 -13.5447 -6.0366 4.7432
2.1948 4.0623 -0.9234 -0.6073 2.7301 1.5937 2.6754 -0.7750 -1.6514 -5.2327 3.6851 -2.9695 1.9197 -20.8668 5.2560 -2.2123 -3.3274 1.7100 0.4682 -3.5865 0.8399 -1.6746 -0.7661 -2.8680 0.1169 -3.8537 -6.0519 -7.1090 -2.3123 -1.7397
2.5307 4.1365 1.6185 0.8803 2.8699 1.4919 3.6471 1.6306 -1.3226 1.6935 1.7876 -1.8807 3.0188 -3.7077 5.6540 -2.3043 -3.0950 1.0028 3.6986 -2.4595 -3.1206 -1.3387 1.6231 -2.0430 1.2117 -11.7355 -8.8155 1.5213 0.7704 -4.1244
3.3242 1.2866 4.4088 5.7071 2.5819 1.3139 2.8700 4.4279 -0.7639 11.9490 1.3648 -1.1725 3.8923 19.3788 8.3535 -2.4027 -1.9292 -0.4842 1.2859 -2.5876 -5.6533 -0.8441 -0.7430 -2.8165 -0.5967 -13.7160 -6.8493 -0.0139 -0.7415 -1.2831
3.1659 -1.2636 6.3296 7.3856 2.0563 1.0382 1.5818 4.1841 -0.4428 13.6569 1.5925 -1.6768 3.2663 24.9471 6.6158 -2.3562 -1.6103 -1.3200 -1.6488 -3.3235 -1.5451 -0.5655 -5.2948 -4.3918 -3.8533 -10.8923 -4.7948 -9.5564 -4.5041 0.6154
2.4224 -1.7167 6.2364 5.7929 2.1411 1.1559 0.6480 2.2988 -0.3189 11.2575 1.4001 -2.0878 2.0873 21.6678 2.8512 -2.8041 -3.1155 -1.8804 -0.4511 -3.3355 1.4680 -0.3792 -6.5213 -5.3632 -5.7334 -12.5152 -7.0872 -15.9067 -6.7560 -4.3780
