Fp1 Fp2 F7 F3 Fz F4 F8 FC5 FC1 FC2 FC6 T7 C3 Cz C4 T8 CP5 CP1 CP2 CP6 P7 P3 Pz P4 P8 PO9 O1 Oz O2 PO10
-1.9763 0.2740 2.0209 1.2154 1.9864 -0.4701 0.7228 1.4468 0.5170 -0.5777 0.4824 0.2227 1.3862 -0.2422 -1.4018 -0.3252 1.5891 1.6652 -0.0827 -1.6922 0.7010 2.1027 0.6372 -0.9599 -0.9865 0.7249 0.8749 -0.2874 0.6679 -1.1994
-2.3930 -0.8178 -0.8644 -0.5833 1.5586 -0.9051 -1.0984 1.4050 0.3992 -1.0211 -2.5211 -0.1897 2.0894 -0.1738 -2.0490 -0.5243 2.0872 2.2861 0.4608 -1.4249 0.2449 2.3213 1.1572 -0.6384 -0.1712 0.1156 1.1977 -0.0100 0.4823 -1.3626
-2.1680 -1.6412 -2.9131 -1.4547 1.5407 -1.8290 -0.2707 -0.0097 0.1018 -0.5649 -2.6095 -0.0184 1.2504 0.3534 -1.3957 -1.6219 1.3170 1.9018 1.0244 -0.7091 -1.0906 1.5931 1.2944 -0.5763 0.0543 -1.4343 0.3654 -0.0631 0.1079 -0.8600
-1.5791 -0.9175 -1.7328 -0.5835 1.9698 -1.3165 2.3639 0.2747 -0.1521 0.5054 0.0802 0.3974 0.1610 0.6667 0.0026 -2.5408 -0.3476 0.7476 1.1825 -0.4326 -2.3826 0.3174 1.0337 -0.6789 -0.4569 -2.1259 -0.7736 -0.1966 0.2053 -0.8261
-0.6314 0.2450 1.0176 0.6676 2.3300 0.9734 3.3146 2.7720 -0.0754 0.9207 1.4568 0.5572 0.5444 0.5575 0.7190 -2.0419 -0.6412 0.2646 1.2891 -0.2981 -2.0461 -0.0609 1.0394 -0.3554 -0.1079 -0.6092 -0.0399 0.3591 0.9978 -0.9742
0.7236 0.8413 3.0630 1.7923 2.8678 2.8338 3.3433 3.2357 0.1024 0.6287 0.8569 1.1216 0.7037 0.2132 0.8115 0.6833 0.3227 0.3952 1.3810 0.3367 -0.6662 0.2778 1.1821 0.3630 1.4134 1.4062 1.5844 1.1487 1.2921 -0.0835
1.8553 1.4741 4.0914 2.6092 3.4565 3.0695 4.3252 1.6093 0.0383 0.7462 1.9014 1.6462 -0.3634 -0.1787 1.4506 4.3567 0.5458 0.0116 1.4148 1.7615 0.2276 0.2322 1.0170 1.3130 3.2193 2.4369 2.4601 1.9835 1.5948 2.1421
2.1178 2.3446 4.5189 2.4726 3.1026 3.0197 4.7762 1.8225 -0.1909 1.4074 4.5316 0.7705 -0.9101 -0.3906 2.7724 6.2938 -0.2425 -0.9596 1.5693 3.3675 0.3294 -0.4264 0.5670 2.1266 4.6495 2.8371 3.0419 3.0970 3.0624 3.8865
2.0903 2.7469 4.5965 1.8997 2.0793 3.7751 3.7622 3.1765 -0.2926 1.6092 4.8598 -0.4838 -0.6668 -0.5172 3.6237 5.6630 -0.9739 -2.0256 1.4328 3.9580 -0.2311 -1.6425 -0.3787 1.7769 4.9047 2.1427 2.6220 2.9006 3.7170 3.2163
2.6948 2.8321 4.7031 1.8383 1.6165 4.5613 2.8816 2.9205 -0.0653 1.0466 3.6493 -0.1560 -0.8813 -0.8653 3.2099 4.3752 -1.4931 -3.1082 0.4920 3.0934 -1.4174 -3.3080 -2.1330 0.0048 3.5837 0.0414 -0.1365 0.2645 1.5173 1.0796
3.5857 3.6151 5.1627 1.8928 1.5852 4.9944 2.4296 2.2820 0.4072 0.3155 4.2908 1.2927 -1.1778 -1.2502 2.0182 3.8524 -1.9910 -3.9440 -0.7062 1.6644 -2.4324 -4.4856 -3.8795 -1.7560 2.1268 -1.3121 -2.9135 -2.1029 -1.1443 -0.0167
4.0132 4.8792 5.6154 1.5676 1.3519 5.7176 1.5884 2.6903 0.7922 -0.1975 5.1161 2.5325 -0.8014 -1.2845 1.0513 3.9314 -1.9555 -4.0579 -1.2685 0.9878 -2.4913 -4.3307 -4.2867 -2.1759 2.3010 -0.5664 -2.9422 -1.7284 -1.3104 0.5665
3.9028 4.9287 5.4311 1.3074 1.2030 5.9421 1.5059 3.2961 0.9040 -0.2558 4.4442 2.9561 -0.1922 -1.0950 0.7064 4.9366 -1.2962 -3.5179 -1.1052 1.4958 -2.0392 -3.3150 -3.2804 -1.4241 3.5367 0.6030 -1.3859 -0.1638 0.0674 1.5394
2.8114 3.2977 5.0397 1.4845 1.0355 4.3863 3.0403 3.9659 0.7226 0.2677 4.8946 1.7942 0.3436 -1.0116 0.9002 5.8813 -0.7199 -2.8132 -0.5703 2.3150 -1.7077 -2.2873 -2.0674 -0.3951 3.7724 1.2103 0.2586 1.0508 1.2932 1.7724
0.7745 1.8863 5.2238 1.8699 0.1543 2.4537 4.0123 4.5810 0.2955 0.7250 5.9555 0.0330 0.9460 -0.9121 1.7691 4.5202 -0.1507 -2.1032 0.2936 2.7452 -1.2630 -1.2699 -1.4648 0.4091 2.8200 2.0531 2.0863 2.6595 2.9206 1.5913
0.1478 2.1403 5.4087 1.8686 -0.9172 2.4292 2.6574 4.4176 0.1099 0.4388 4.7456 0.8671 1.7073 -0.3682 2.8741 3.4258 1.0956 -0.9896 1.4591 3.4969 -0.5028 0.0547 -0.8097 1.1883 2.8783 2.6149 3.0237 4.5212 5.3362 2.2085
2.2203 2.7796 5.0340 1.3739 -0.9530 3.7331 0.7063 4.3889 0.6476 -0.1777 3.1843 4.0474 2.6801 0.4838 2.6827 6.2122 2.4212 0.5568 2.1715 4.4047 0.1137 1.3927 0.5070 1.8099 4.2522 1.7990 2.2940 5.0944 6.6310 3.2786
